ID	Grade	Item	Hit	Miss	TL
175	3	6	18	12	10
175	3	7	21	9	11
175	3	8	23	7	11
175	3	9	21	9	15
175	3	10	25	5	15
175	3	11	23	7	11
175	3	12	22	8	10
175	3	13	20	10	12
175	3	14	17	13	10
175	3	15	24	6	15
175	3	16	19	11	11
175	3	17	19	11	14
175	3	18	22	8	10
175	3	19	20	10	13
175	3	20	22	8	14
176	3	1	11	19	15
176	3	2	15	15	15
176	3	3	16	14	12
176	3	4	13	17	10
176	3	5	18	12	12
176	3	6	14	16	10
176	3	7	19	11	11
176	3	8	13	17	11
176	3	9	20	10	15
176	3	10	12	18	15
176	3	11	12	18	11
176	3	12	11	19	10
176	3	13	13	17	12
176	3	14	18	12	10
176	3	15	18	12	15
176	3	16	20	10	11
176	3	17	15	15	14
176	3	18	18	12	10
176	3	19	15	15	13
176	3	20	19	11	14
177	4	1	29	1	15
177	4	2	19	11	15
177	4	3	28	2	12
177	4	4	24	6	10
177	4	5	24	6	12
177	4	6	20	10	10
177	4	7	24	6	11
177	4	8	29	1	11
177	4	9	23	7	15
177	4	10	30	0	15
177	4	11	29	1	11
177	4	12	22	8	10
177	4	13	24	6	12
177	4	14	21	9	10
177	4	15	22	8	15
177	4	16	20	10	11
177	4	17	27	3	14
177	4	18	22	8	10
177	4	19	26	4	13
177	4	20	19	11	14
178	4	1	21	9	15
178	4	2	21	9	15
178	4	3	22	8	12
178	4	4	24	6	10
178	4	5	27	3	12
178	4	6	29	1	10
178	4	7	24	6	11
178	4	8	27	3	11
178	4	9	25	5	15
178	4	10	30	0	15
178	4	11	29	1	11
178	4	12	21	9	10
178	4	13	22	8	12
178	4	14	27	3	10
178	4	15	24	6	15
178	4	16	24	6	11
178	4	17	27	3	14
178	4	18	25	5	10
178	4	19	25	5	13
178	4	20	27	3	14
179	4	1	11	19	15
179	4	2	12	8	15
179	4	3	19	11	12
179	4	4	13	17	10
179	4	5	19	11	12
179	4	6	17	13	10
179	4	7	7	23	11
179	4	8	11	19	11
179	4	9	17	13	15
179	4	10	20	10	15
179	4	11	17	13	11
179	4	12	12	18	10
179	4	13	14	16	12
179	4	14	19	11	10
179	4	15	17	13	15
179	4	16	12	18	11
179	4	17	16	14	14
179	4	18	15	15	10
179	4	19	14	16	13
179	4	20	17	13	14
180	4	1	24	6	15
180	4	2	23	7	15
180	4	3	22	8	12
180	4	4	29	1	10
180	4	5	0	30	12
180	4	6	25	5	10
180	4	7	21	9	11
180	4	8	26	4	11
180	4	9	13	17	15
180	4	10	25	5	15
180	4	11	24	6	11
180	4	12	20	10	10
180	4	13	23	7	12
180	4	14	27	3	10
180	4	15	24	6	15
180	4	16	19	11	11
180	4	17	20	10	14
180	4	18	18	12	10
180	4	19	20	10	13
180	4	20	20	10	14
181	4	1	10	20	15
181	4	2	14	16	15
181	4	3	17	13	12
181	4	4	15	15	10
181	4	5	17	13	12
181	4	6	17	13	10
181	4	7	17	13	11
181	4	8	19	11	11
181	4	9	19	11	15
181	4	10	22	8	15
181	4	11	16	14	11
181	4	12	22	8	10
181	4	13	18	12	12
181	4	14	24	6	10
181	4	15	18	12	15
181	4	16	17	13	11
181	4	17	17	13	14
181	4	18	21	9	10
181	4	19	18	12	13
181	4	20	17	13	14
182	4	1	18	12	15
182	4	2	10	20	15
182	4	3	20	10	12
182	4	4	18	12	10
182	4	5	20	10	12
182	4	6	16	14	10
182	4	7	18	12	11
182	4	8	19	11	11
182	4	9	18	12	15
182	4	10	22	8	15
182	4	11	22	8	11
182	4	12	20	10	10
182	4	13	21	9	12
182	4	14	18	12	10
182	4	15	18	12	15
182	4	16	20	10	11
182	4	17	20	10	14
182	4	18	21	9	10
182	4	19	18	12	13
182	4	20	13	17	14
183	4	1	14	16	15
183	4	2	16	14	15
183	4	3	19	11	12
183	4	4	19	11	10
183	4	5	19	11	12
183	4	6	19	11	10
183	4	7	18	12	11
183	4	8	21	9	11
183	4	9	23	7	15
183	4	10	23	7	15
183	4	11	24	6	11
183	4	12	20	10	10
183	4	13	21	9	12
183	4	14	22	8	10
183	4	15	21	9	15
183	4	16	19	11	11
183	4	17	21	9	14
183	4	18	24	6	10
183	4	19	20	10	13
183	4	20	15	15	14
184	4	1	21	9	15
184	4	2	14	16	15
184	4	3	22	8	12
184	4	4	28	2	10
184	4	5	21	9	12
184	4	6	30	0	10
184	4	7	23	7	11
184	4	8	30	0	11
184	4	9	30	0	15
184	4	10	30	0	15
184	4	11	25	5	11
184	4	12	29	1	10
184	4	13	26	4	12
184	4	14	25	5	10
184	4	15	27	3	15
184	4	16	27	3	11
184	4	17	24	6	14
184	4	18	29	1	10
184	4	19	29	1	13
184	4	20	27	3	14
185	4	1	15	15	15
185	4	2	17	13	15
185	4	3	18	12	12
185	4	4	19	11	10
185	4	5	17	13	12
185	4	6	14	16	10
185	4	7	16	14	11
185	4	8	19	11	11
185	4	9	18	12	15
185	4	10	20	10	15
185	4	11	20	10	11
185	4	12	20	10	10
185	4	13	20	10	12
185	4	14	21	9	10
185	4	15	18	12	15
185	4	16	19	11	11
185	4	17	19	11	14
185	4	18	20	10	10
185	4	19	13	17	13
185	4	20	20	10	14
186	4	1	11	19	15
186	4	2	21	9	15
186	4	3	22	8	12
186	4	4	28	2	10
186	4	5	20	10	12
186	4	6	27	3	10
186	4	7	16	14	11
186	4	8	24	6	11
186	4	9	17	13	15
186	4	10	28	2	15
186	4	11	24	6	11
186	4	12	23	7	10
186	4	13	18	12	12
186	4	14	22	8	10
186	4	15	21	9	15
186	4	16	20	10	11
186	4	17	20	10	14
186	4	18	21	9	10
186	4	19	17	13	13
186	4	20	14	16	14
187	4	1	26	4	15
187	4	2	17	13	15
187	4	3	23	7	12
187	4	4	24	6	10
187	4	5	20	10	12
187	4	6	20	10	10
187	4	7	22	8	11
187	4	8	27	3	11
187	4	9	27	3	15
187	4	10	27	3	15
187	4	11	27	3	11
187	4	12	26	4	10
187	4	13	25	5	12
187	4	14	22	8	10
187	4	15	25	5	15
187	4	16	24	6	11
187	4	17	26	4	14
187	4	18	25	5	10
187	4	19	23	7	13
187	4	20	22	8	14
188	4	1	18	12	15
188	4	2	19	11	15
188	4	3	18	12	12
188	4	4	19	11	10
188	4	5	15	15	12
188	4	6	21	9	10
188	4	7	16	14	11
188	4	8	20	10	11
188	4	9	20	10	15
188	4	10	22	8	15
188	4	11	25	5	11
188	4	12	19	11	10
188	4	13	16	14	12
188	4	14	17	13	10
188	4	15	19	11	15
188	4	16	19	11	11
188	4	17	22	8	14
188	4	18	17	13	10
188	4	19	15	15	13
188	4	20	20	10	14
189	4	1	29	1	15
189	4	2	27	3	15
189	4	3	25	5	12
189	4	4	6	24	10
189	4	5	16	14	12
189	4	6	17	13	10
189	4	7	21	9	11
189	4	8	20	10	11
189	4	9	18	12	15
189	4	10	27	3	15
189	4	11	22	8	11
189	4	12	23	7	10
189	4	13	16	14	12
189	4	14	16	14	10
189	4	15	19	11	15
189	4	16	15	15	11
189	4	17	13	17	14
189	4	18	20	10	10
189	4	19	17	13	13
189	4	20	20	10	14
190	4	1	16	14	15
190	4	2	19	11	15
190	4	3	20	10	12
190	4	4	17	13	10
190	4	5	19	11	12
190	4	6	17	13	10
190	4	7	18	12	11
190	4	8	18	12	11
190	4	9	21	9	15
190	4	10	24	6	15
190	4	11	22	8	11
190	4	12	17	13	10
190	4	13	19	11	12
190	4	14	22	8	10
190	4	15	21	9	15
190	4	16	19	11	11
190	4	17	22	8	14
190	4	18	20	10	10
190	4	19	21	9	13
190	4	20	17	13	14
191	4	1	19	11	15
191	4	2	17	13	15
191	4	3	16	14	12
191	4	4	13	17	10
191	4	5	11	19	12
191	4	6	14	16	10
191	4	7	11	19	11
191	4	8	13	17	11
191	4	9	14	16	15
191	4	10	16	14	15
191	4	11	12	18	11
191	4	12	16	14	10
191	4	13	14	16	12
191	4	14	15	15	10
191	4	15	16	14	15
191	4	16	11	19	11
191	4	17	14	16	14
191	4	18	14	16	10
191	4	19	12	18	13
191	4	20	12	18	14
192	4	1	15	15	15
192	4	2	14	16	15
192	4	3	13	17	12
192	4	4	14	16	10
192	4	5	16	14	12
192	4	6	12	18	10
192	4	7	14	16	11
192	4	8	14	16	11
192	4	9	19	11	15
192	4	10	20	10	15
192	4	11	19	11	11
192	4	12	16	14	10
192	4	13	17	13	12
192	4	14	14	16	10
192	4	15	14	16	15
192	4	16	22	8	11
192	4	17	20	10	14
192	4	18	14	16	10
192	4	19	24	6	13
192	4	20	24	6	14
193	4	1	19	11	15
193	4	2	20	10	15
193	4	3	24	6	12
193	4	4	23	7	10
193	4	5	24	6	12
193	4	6	12	18	10
193	4	7	18	12	11
193	4	8	12	18	11
193	4	9	23	7	15
193	4	10	20	10	15
193	4	11	8	22	11
193	4	12	27	3	10
193	4	13	21	9	12
193	4	14	12	18	10
193	4	15	11	19	15
193	4	16	23	7	11
193	4	17	23	7	14
193	4	18	19	11	10
193	4	19	23	7	13
193	4	20	23	7	14
194	4	1	26	4	15
194	4	2	23	7	15
194	4	3	23	7	12
194	4	4	27	3	10
194	4	5	24	6	12
194	4	6	26	4	10
194	4	7	24	6	11
194	4	8	30	0	11
194	4	9	27	3	15
194	4	10	27	3	15
194	4	11	13	17	11
194	4	12	25	5	10
194	4	13	23	7	12
194	4	14	22	8	10
194	4	15	23	7	15
194	4	16	27	3	11
194	4	17	23	7	14
194	4	18	27	3	10
194	4	19	21	9	13
194	4	20	29	1	14
195	4	1	16	14	15
195	4	2	15	15	15
195	4	3	18	12	12
195	4	4	18	12	10
195	4	5	18	12	12
195	4	6	18	12	10
195	4	7	13	17	11
195	4	8	14	16	11
195	4	9	19	11	15
195	4	10	22	8	15
195	4	11	27	3	11
195	4	12	21	9	10
195	4	13	23	7	12
195	4	14	24	6	10
195	4	15	21	9	15
195	4	16	16	14	11
195	4	17	23	7	14
195	4	18	23	7	10
195	4	19	19	11	13
195	4	20	18	12	14
196	4	1	19	11	15
196	4	2	14	16	15
196	4	3	21	9	12
196	4	4	19	11	10
196	4	5	19	11	12
196	4	6	17	13	10
196	4	7	18	12	11
196	4	8	20	10	11
196	4	9	18	12	15
196	4	10	14	6	15
196	4	11	20	10	11
196	4	12	18	12	10
196	4	13	16	14	12
196	4	14	21	9	10
196	4	15	16	14	15
196	4	16	18	12	11
196	4	17	19	11	14
196	4	18	20	10	10
196	4	19	19	11	13
196	4	20	22	8	14
197	4	1	14	16	15
197	4	2	11	19	15
197	4	3	17	13	12
197	4	4	15	15	10
197	4	5	17	13	12
197	4	6	15	15	10
197	4	7	14	16	11
197	4	8	14	16	11
197	4	9	17	13	15
197	4	10	20	10	15
197	4	11	17	13	11
197	4	12	18	12	10
197	4	13	15	15	12
197	4	14	15	15	10
197	4	15	14	16	15
197	4	16	16	14	11
197	4	17	16	14	14
197	4	18	16	14	10
197	4	19	15	15	13
197	4	20	15	15	14
198	4	1	27	3	15
198	4	2	14	16	15
198	4	3	23	7	12
198	4	4	20	10	10
198	4	5	22	8	12
198	4	6	21	9	10
198	4	7	19	11	11
198	4	8	21	9	11
198	4	9	19	11	15
198	4	10	25	5	15
198	4	11	26	4	11
198	4	12	17	13	10
198	4	13	18	12	12
198	4	14	20	10	10
198	4	15	16	14	15
198	4	16	14	16	11
198	4	17	23	7	14
198	4	18	17	13	10
198	4	19	18	12	13
198	4	20	20	10	14
199	4	1	16	14	15
199	4	2	10	20	15
199	4	3	17	13	12
199	4	4	13	17	10
199	4	5	12	18	12
199	4	6	12	18	10
199	4	7	13	17	11
199	4	8	13	17	11
199	4	9	13	17	15
199	4	10	19	11	15
199	4	11	17	13	11
199	4	12	16	14	10
199	4	13	12	18	12
199	4	14	15	15	10
199	4	15	13	17	15
199	4	16	16	14	11
199	4	17	13	17	14
199	4	18	18	12	10
199	4	19	13	17	13
199	4	20	14	16	14
200	4	1	15	15	15
200	4	2	13	17	15
200	4	3	16	14	12
200	4	4	15	15	10
200	4	5	17	13	12
200	4	6	14	16	10
200	4	7	16	14	11
200	4	8	15	15	11
200	4	9	14	16	15
200	4	10	20	10	15
200	4	11	20	10	11
200	4	12	19	11	10
200	4	13	18	12	12
200	4	14	17	13	10
200	4	15	18	12	15
200	4	16	17	13	11
200	4	17	19	11	14
200	4	18	16	14	10
200	4	19	18	12	13
200	4	20	17	13	14
201	4	1	18	12	15
201	4	2	10	20	15
201	4	3	16	14	12
201	4	4	15	15	10
201	4	5	16	14	12
201	4	6	12	18	10
201	4	7	11	19	11
201	4	8	14	16	11
201	4	9	17	13	15
201	4	10	20	10	15
201	4	11	17	13	11
201	4	12	18	12	10
201	4	13	13	17	12
201	4	14	19	11	10
201	4	15	19	11	15
201	4	16	14	16	11
201	4	17	19	11	14
201	4	18	20	10	10
201	4	19	15	15	13
201	4	20	18	12	14
202	4	1	12	18	15
202	4	2	5	25	15
202	4	3	12	18	12
202	4	4	14	16	10
202	4	5	15	15	12
202	4	6	12	18	10
202	4	7	12	18	11
202	4	8	16	14	11
202	4	9	14	16	15
202	4	10	17	13	15
202	4	11	23	7	11
202	4	12	14	16	10
202	4	13	16	14	12
202	4	14	16	14	10
202	4	15	15	15	15
202	4	16	15	15	11
202	4	17	21	9	14
202	4	18	14	16	10
202	4	19	13	17	13
202	4	20	14	16	14
203	4	1	25	5	15
203	4	2	13	17	15
203	4	3	23	7	12
203	4	4	22	8	10
203	4	5	15	15	12
203	4	6	18	12	10
203	4	7	19	11	11
203	4	8	30	0	11
203	4	9	23	7	15
203	4	10	25	5	15
203	4	11	16	14	11
203	4	12	22	8	10
203	4	13	23	7	12
203	4	14	22	8	10
203	4	15	22	8	15
203	4	16	24	6	11
203	4	17	23	7	14
203	4	18	21	9	10
203	4	19	21	9	13
203	4	20	26	4	14
204	4	1	15	15	15
204	4	2	13	17	15
204	4	3	20	10	12
204	4	4	23	7	10
204	4	5	17	13	12
204	4	6	22	8	10
204	4	7	22	8	11
204	4	8	21	9	11
204	4	9	22	8	15
204	4	10	23	7	15
204	4	11	23	7	11
204	4	12	20	10	10
204	4	13	20	10	12
204	4	14	16	14	10
204	4	15	21	9	15
204	4	16	21	9	11
204	4	17	16	14	14
204	4	18	20	10	10
204	4	19	16	14	13
204	4	20	18	12	14
205	4	1	17	13	15
205	4	2	14	16	15
205	4	3	20	10	12
205	4	4	13	17	10
205	4	5	17	13	12
205	4	6	18	12	10
205	4	7	17	13	11
205	4	8	17	13	11
205	4	9	17	13	15
205	4	10	22	8	15
205	4	11	19	11	11
205	4	12	14	16	10
205	4	13	17	13	12
205	4	14	16	14	10
205	4	15	17	13	15
205	4	16	18	12	11
205	4	17	15	15	14
205	4	18	15	15	10
205	4	19	16	14	13
205	4	20	13	17	14
206	4	1	9	21	15
206	4	2	14	16	15
206	4	3	14	16	12
206	4	4	17	13	10
206	4	5	17	13	12
206	4	6	16	14	10
206	4	7	16	14	11
206	4	8	16	14	11
206	4	9	16	14	15
206	4	10	18	12	15
206	4	11	17	13	11
206	4	12	18	12	10
206	4	13	18	12	12
206	4	14	17	13	10
206	4	15	19	11	15
206	4	16	20	10	11
206	4	17	22	8	14
206	4	18	17	13	10
206	4	19	16	14	13
206	4	20	16	14	14
207	4	1	20	10	15
207	4	2	19	11	15
207	4	3	28	2	12
207	4	4	16	14	10
207	4	5	12	18	12
207	4	6	22	8	10
207	4	7	27	3	11
207	4	8	19	11	11
207	4	9	27	3	15
207	4	10	23	7	15
207	4	11	23	7	11
207	4	12	23	7	10
207	4	13	19	11	12
207	4	14	28	2	10
207	4	15	21	9	15
207	4	16	25	5	11
207	4	17	16	14	14
207	4	18	25	5	10
207	4	19	15	15	13
207	4	20	25	5	14
208	4	1	22	10	15
208	4	2	23	7	15
208	4	3	26	4	12
208	4	4	23	7	10
208	4	5	27	3	12
208	4	6	20	10	10
208	4	7	27	3	11
208	4	8	22	8	11
208	4	9	20	10	15
208	4	10	27	3	15
208	4	11	21	9	11
208	4	12	24	6	10
208	4	13	19	11	12
208	4	14	22	8	10
208	4	15	24	6	15
208	4	16	23	7	11
208	4	17	18	12	14
208	4	18	23	7	10
208	4	19	23	7	13
208	4	20	16	14	14
209	4	1	19	11	15
209	4	2	15	15	15
209	4	3	19	11	12
209	4	4	18	12	10
209	4	5	23	7	12
209	4	6	19	11	10
209	4	7	21	9	11
209	4	8	24	6	11
209	4	9	24	6	15
209	4	10	24	6	15
209	4	11	28	2	11
209	4	12	22	8	10
209	4	13	23	7	12
209	4	14	22	8	10
209	4	15	25	5	15
209	4	16	22	8	11
209	4	17	23	7	14
209	4	18	23	7	10
209	4	19	23	7	13
209	4	20	16	14	14
210	4	1	28	2	15
210	4	2	28	2	15
210	4	3	30	0	12
210	4	4	19	11	10
210	4	5	29	1	12
210	4	6	23	7	10
210	4	7	23	7	11
210	4	8	30	0	11
210	4	9	28	2	15
210	4	10	30	0	15
210	4	11	19	11	11
210	4	12	19	11	10
210	4	13	19	11	12
210	4	14	20	10	10
210	4	15	27	3	15
210	4	16	30	0	11
210	4	17	16	14	14
210	4	18	18	12	10
210	4	19	18	12	13
210	4	20	20	10	14
211	4	1	16	14	15
211	4	2	22	8	15
211	4	3	17	13	12
211	4	4	13	17	10
211	4	5	16	14	12
211	4	6	14	16	10
211	4	7	15	15	11
211	4	8	16	14	11
211	4	9	18	12	15
211	4	10	15	15	15
211	4	11	24	6	11
211	4	12	25	5	10
211	4	13	25	5	12
211	4	14	27	3	10
211	4	15	28	2	15
211	4	16	24	6	11
211	4	17	20	10	14
211	4	18	20	10	10
211	4	19	22	8	13
211	4	20	19	11	14
212	4	1	16	14	15
212	4	2	15	15	15
212	4	3	17	13	12
212	4	4	15	15	10
212	4	5	16	14	12
212	4	6	12	18	10
212	4	7	14	16	11
212	4	8	15	15	11
212	4	9	26	4	15
212	4	10	15	15	15
212	4	11	15	15	11
212	4	12	16	14	10
212	4	13	12	18	12
212	4	14	17	13	10
212	4	15	19	11	15
212	4	16	19	11	11
212	4	17	15	15	14
212	4	18	17	13	10
212	4	19	14	16	13
212	4	20	13	17	14
213	4	1	16	14	15
213	4	2	26	4	15
213	4	3	19	11	12
213	4	4	19	11	10
213	4	5	19	11	12
213	4	6	20	10	10
213	4	7	19	11	11
213	4	8	20	10	11
213	4	9	19	11	15
213	4	10	22	8	15
213	4	11	15	15	11
213	4	12	15	15	10
213	4	13	13	17	12
213	4	14	18	12	10
213	4	15	15	15	15
213	4	16	16	14	11
213	4	17	10	20	14
213	4	18	12	18	10
213	4	19	15	15	13
213	4	20	12	18	14
214	4	1	19	11	15
214	4	2	19	11	15
214	4	3	18	12	12
214	4	4	13	17	10
214	4	5	17	13	12
214	4	6	16	14	10
214	4	7	17	13	11
214	4	8	17	13	11
214	4	9	19	11	15
214	4	10	22	8	15
214	4	11	19	11	11
214	4	12	13	17	10
214	4	13	14	16	12
214	4	14	20	10	10
214	4	15	21	9	15
214	4	16	17	13	11
214	4	17	20	10	14
214	4	18	18	12	10
214	4	19	17	13	13
214	4	20	13	17	14
215	4	1	20	10	15
215	4	2	15	15	15
215	4	3	19	11	12
215	4	4	17	13	10
215	4	5	19	11	12
215	4	6	18	12	10
215	4	7	16	14	11
215	4	8	13	17	11
215	4	9	24	6	15
215	4	10	25	5	15
215	4	11	19	11	11
215	4	12	17	13	10
215	4	13	20	10	12
215	4	14	20	10	10
215	4	15	25	5	15
215	4	16	25	5	11
215	4	17	21	9	14
215	4	18	19	11	10
215	4	19	17	13	13
215	4	20	20	10	14
216	4	1	24	6	15
216	4	2	22	8	15
216	4	3	18	12	12
216	4	4	21	9	10
216	4	5	18	12	12
216	4	6	19	11	10
216	4	7	14	16	11
216	4	8	14	16	11
216	4	9	19	11	15
216	4	10	26	4	15
216	4	11	23	7	11
216	4	12	20	10	10
216	4	13	15	15	12
216	4	14	23	7	10
216	4	15	21	9	15
216	4	16	26	4	11
216	4	17	14	16	14
216	4	18	18	12	10
216	4	19	16	14	13
216	4	20	19	11	14
217	4	1	18	12	15
217	4	2	22	8	15
217	4	3	22	8	12
217	4	4	17	13	10
217	4	5	18	12	12
217	4	6	19	11	10
217	4	7	17	13	11
217	4	8	17	13	11
217	4	9	13	17	15
217	4	10	23	7	15
217	4	11	18	12	11
217	4	12	13	17	10
217	4	13	15	15	12
217	4	14	17	13	10
217	4	15	20	10	15
217	4	16	21	9	11
217	4	17	15	15	14
217	4	18	18	12	10
217	4	19	16	14	13
217	4	20	17	13	14
218	4	1	22	8	15
218	4	2	17	13	15
218	4	3	18	12	12
218	4	4	17	13	10
218	4	5	13	17	12
218	4	6	17	13	10
218	4	7	19	11	11
218	4	8	19	11	11
218	4	9	18	12	15
218	4	10	21	9	15
218	4	11	11	19	11
218	4	12	20	10	10
218	4	13	21	9	12
218	4	14	18	12	10
218	4	15	18	12	15
218	4	16	18	12	11
218	4	17	16	14	14
218	4	18	18	12	10
218	4	19	16	14	13
218	4	20	24	6	14
219	4	1	17	13	15
219	4	2	17	13	15
219	4	3	16	14	12
219	4	4	13	17	10
219	4	5	14	16	12
219	4	6	15	15	10
219	4	7	13	17	11
219	4	8	13	17	11
219	4	9	13	17	15
219	4	10	18	12	15
219	4	11	15	15	11
219	4	12	14	16	10
219	4	13	12	18	12
219	4	14	12	18	10
219	4	15	16	14	15
219	4	16	18	12	11
219	4	17	17	13	14
219	4	18	13	17	10
219	4	19	18	12	13
219	4	20	14	16	14
220	4	1	29	1	15
220	4	2	29	1	15
220	4	3	29	1	12
220	4	4	28	2	10
220	4	5	15	15	12
220	4	6	27	3	10
220	4	7	26	4	11
220	4	8	30	0	11
220	4	9	29	1	15
220	4	10	28	2	15
220	4	11	27	3	11
220	4	12	29	1	10
220	4	13	30	0	12
220	4	14	28	2	10
220	4	15	29	1	15
220	4	16	28	2	11
220	4	17	28	2	14
220	4	18	28	2	10
220	4	19	25	5	13
220	4	20	26	4	14
221	4	1	24	6	15
221	4	2	27	3	15
221	4	3	14	16	12
221	4	4	19	11	10
221	4	5	16	14	12
221	4	6	20	10	10
221	4	7	15	15	11
221	4	8	24	6	11
221	4	9	27	3	15
221	4	10	30	0	15
221	4	11	15	15	11
221	4	12	17	13	10
221	4	13	14	16	12
221	4	14	16	14	10
221	4	15	20	10	15
221	4	16	21	9	11
221	4	17	18	12	14
221	4	18	19	11	10
221	4	19	15	15	13
221	4	20	20	10	14
222	4	1	20	10	15
222	4	2	17	13	15
222	4	3	21	9	12
222	4	4	21	9	10
222	4	5	17	13	12
222	4	6	20	10	10
222	4	7	21	9	11
222	4	8	23	7	11
222	4	9	22	8	15
222	4	10	19	11	15
222	4	11	15	15	11
222	4	12	20	10	10
222	4	13	19	11	12
222	4	14	15	15	10
222	4	15	20	10	15
222	4	16	15	15	11
222	4	17	18	12	14
222	4	18	22	8	10
222	4	19	20	10	13
222	4	20	20	10	14
223	4	1	16	14	15
223	4	2	28	2	15
223	4	3	29	1	12
223	4	4	27	3	10
223	4	5	17	13	12
223	4	6	19	11	10
223	4	7	17	13	11
223	4	8	25	5	11
223	4	9	20	10	15
223	4	10	25	5	15
223	4	11	18	12	11
223	4	12	15	15	10
223	4	13	13	17	12
223	4	14	17	13	10
223	4	15	20	10	15
223	4	16	17	13	11
223	4	17	14	16	14
223	4	18	12	18	10
223	4	19	16	14	13
223	4	20	22	8	14
224	4	1	17	13	15
224	4	2	17	13	15
224	4	3	16	14	12
224	4	4	14	16	10
224	4	5	16	14	12
224	4	6	10	20	10
224	4	7	14	16	11
224	4	8	15	15	11
224	4	9	14	16	15
224	4	10	20	10	15
224	4	11	14	16	11
224	4	12	13	17	10
224	4	13	13	17	12
224	4	14	18	12	10
224	4	15	20	10	15
224	4	16	16	14	11
224	4	17	17	13	14
224	4	18	15	15	10
224	4	19	16	14	13
224	4	20	15	15	14
225	4	1	19	11	15
225	4	2	20	10	15
225	4	3	19	11	12
225	4	4	20	10	10
225	4	5	25	5	12
225	4	6	19	11	10
225	4	7	18	12	11
225	4	8	20	10	11
225	4	9	20	10	15
225	4	10	20	10	15
225	4	11	19	11	11
225	4	12	16	14	10
225	4	13	14	16	12
225	4	14	16	14	10
225	4	15	18	12	15
225	4	16	15	15	11
225	4	17	13	17	14
225	4	18	13	17	10
225	4	19	18	12	13
225	4	20	15	15	14
226	4	1	29	1	15
226	4	2	28	2	15
226	4	3	17	13	12
226	4	4	28	2	10
226	4	5	15	15	12
226	4	6	15	15	10
226	4	7	13	17	11
226	4	8	20	10	11
226	4	9	25	5	15
226	4	10	25	5	15
226	4	11	23	7	11
226	4	12	27	3	10
226	4	13	28	2	12
226	4	14	26	4	10
226	4	15	28	2	15
226	4	16	28	2	11
226	4	17	20	10	14
226	4	18	22	8	10
226	4	19	25	5	13
226	4	20	20	10	14
227	4	1	20	10	15
227	4	2	21	9	15
227	4	3	19	11	12
227	4	4	20	10	10
227	4	5	12	18	12
227	4	6	19	11	10
227	4	7	20	10	11
227	4	8	12	18	11
227	4	9	14	16	15
227	4	10	12	18	15
227	4	11	20	10	11
227	4	12	18	12	10
227	4	13	19	11	12
227	4	14	19	11	10
227	4	15	20	10	15
227	4	16	11	19	11
227	4	17	18	12	14
227	4	18	13	17	10
227	4	19	12	18	13
227	4	20	10	20	14
228	4	1	26	4	15
228	4	2	20	10	15
228	4	3	18	12	12
228	4	4	14	16	10
228	4	5	16	14	12
228	4	6	14	16	10
228	4	7	13	17	11
228	4	8	27	3	11
228	4	9	27	3	15
228	4	10	25	5	15
228	4	11	25	5	11
228	4	12	24	6	10
228	4	13	12	18	12
228	4	14	18	12	10
228	4	15	24	6	15
228	4	16	20	10	11
228	4	17	24	6	14
228	4	18	27	3	10
228	4	19	20	10	13
228	4	20	20	10	14
